-10.0, -0.4982413238501951
-9.998, -0.5005109242022373
-9.996, -0.505064101007867
-9.994, -0.5063807542065273
-9.992, -0.5090117285283595
-9.99, -0.5103102152775915
-9.988, -0.5075563044426328
-9.986, -0.509479799999534
-9.984, -0.5146748264227012
-9.982, -0.518172197314943
-9.98, -0.5245746031105106
-9.978, -0.5298523918019516
-9.976, -0.5309617267423983
-9.974, -0.535756964606998
-9.972, -0.54133071635041
-9.97, -0.5436641683671604
-9.968, -0.5475206317427203
-9.966, -0.548213553552635
-9.964, -0.5445198527032892
-9.962, -0.5454044380133435
-9.96, -0.5483500592231274
-9.958, -0.5508611706176303
-9.956, -0.5576656910264384
-9.954, -0.5632735967227037
-9.952, -0.5655018291269664
-9.95, -0.5716332727456117
-9.948, -0.5790864447417756
-9.946, -0.5845626980125659
-9.944, -0.5914377825668778
-9.942, -0.5961130696519527
-9.94, -0.5962386701197399
-9.938, -0.598004000856384
-9.936, -0.6026170923394432
-9.934, -0.607082558770165
-9.932, -0.6124266262057537
-9.93, -0.6179830991761832
-9.928, -0.6201542646638232
-9.926, -0.6209083632787588
-9.924, -0.6242546732796146
-9.922, -0.6269450420321663
-9.92, -0.6265718568154717
-9.918, -0.6259798033786271
-9.916, -0.6225733724063636
-9.914, -0.6160091601594079
-9.912, -0.6140864707650393
-9.91, -0.6152450396160023
-9.908, -0.6149574979188722
-9.906, -0.6175904297534116
-9.904, -0.6201353569222041
-9.902, -0.6192932113810725
-9.9, -0.622810327738941
-9.898, -0.6286146928410996
-9.896, -0.6310731062059399
-9.894, -0.6348521549320035
-9.892, -0.6368401201731967
-9.89, -0.6345079967479305
-9.888, -0.6366135861205234
-9.886, -0.641317332212463
-9.884, -0.644464227118444
-9.882, -0.6506584020382653
-9.88, -0.6550071691728814
-9.878, -0.6550528521415723
-9.876, -0.6586464317734861
-9.874, -0.6623621475799846
-9.872, -0.6628610923432486
-9.87, -0.6648689096405787
-9.868, -0.66326335811902
-9.866, -0.6568982118928126
-9.864, -0.6545038906731703
-9.862, -0.6539854994393135
-9.86, -0.6529389008073665
-9.858, -0.6556138511613416
-9.856, -0.6573963324067678
-9.854, -0.6556383933454626
-9.852, -0.6565603609817805
-9.85, -0.6592921088081112
-9.848, -0.6602889383807872
-9.846, -0.6614303593199661
-9.844, -0.6610791124822195
-9.842, -0.6564169532271042
-9.84, -0.6515736083530518
-9.838, -0.6501329976802886
-9.836, -0.6492164730194067
-9.834, -0.6477218598367345
-9.832, -0.6471141384472221
-9.83, -0.6438411195105523
-9.828, -0.6375783496742916
-9.826, -0.6342434942401644
-9.824, -0.6311149557323706
-9.822, -0.6239763337256942
-9.82, -0.6169457712065602
-9.818, -0.6076611770491719
-9.816, -0.594325957128473
-9.814, -0.5856270772016864
-9.812, -0.5804444841139682
-9.81, -0.5737288356095139
-9.808, -0.5702421886733171
-9.806, -0.5668183643014266
-9.804, -0.5600292344952141
-9.802, -0.5577778095696776
-9.8, -0.5577707396532928
-9.798, -0.5549656065386798
-9.796, -0.5540117928169933
-9.794, -0.5509998904973928
-9.792, -0.5439741156772263
-9.79, -0.5417039371394511
-9.788, -0.5417815882903313
-9.786, -0.5409236709253371
-9.784, -0.5437826732932003
-9.782, -0.5447939832410823
-9.78, -0.5418421014767852
-9.778, -0.5426987583294882
-9.776, -0.5439207747145313
-9.774, -0.5424516987761915
-9.772, -0.5427418962914944
-9.77, -0.5400027050402391
-9.768, -0.5327450928346685
-9.766, -0.5289789776134697
-9.764, -0.5278843692743985
-9.762, -0.5268658129189677
-9.76, -0.5290725603464642
-9.758, -0.5315623597592124
-9.756, -0.5311448678195504
-9.754, -0.5322859533279832
-9.752, -0.536353081109557
-9.75, -0.5396950896313021
-9.748, -0.5421454420104702
-9.746, -0.5442206964854616
-9.744, -0.5429091720766637
-9.742, -0.5399675812590244
-9.74, -0.541144964650936
-9.738, -0.5439707219153195
-9.736, -0.545283551105315
-9.734, -0.5481872717785736
-9.732, -0.5493558542241245
-9.73, -0.546582576590575
-9.728, -0.5470022088371367
-9.725999999999999, -0.5483907295617437
-9.724, -0.5454363553970258
-9.722, -0.542854235963059
-9.72, -0.5382636869947983
-9.718, -0.5292325570203118
-9.716, -0.5247573200563688
-9.714, -0.5237306831449906
-9.712, -0.5213641895039239
-9.71, -0.5224721609045081
-9.708, -0.52327329883878
-9.706, -0.5207583427276853
-9.704, -0.52281805264017
-9.702, -0.5265843065687118
-9.7, -0.5278539595455882
-9.698, -0.5312445197895241
-9.696, -0.5319622692570244
-9.694, -0.5285305000713412
-9.692, -0.5296906770865201
-9.69, -0.5326980932765945
-9.688, -0.5348119582587247
-9.686, -0.54060791524825
-9.684, -0.5444241021307009
-9.682, -0.5440374261805159
-9.68, -0.5467931736908712
-9.678, -0.5500149935233621
-9.676, -0.5505340556211455
-9.674, -0.5520072137095906
-9.672, -0.5508480263646588
-9.67, -0.5449924937076512
-9.668, -0.5410587921201684
-9.666, -0.5402302045177609
-9.664, -0.5397259805096553
-9.662, -0.540965452203773
-9.66, -0.5431568027905518
-9.658, -0.5427819410645888
-9.656, -0.5420704823574933
-9.654, -0.5447223882168222
-9.652, -0.5473150137282805
-9.65, -0.5474878979992762
-9.648, -0.5476742219068212
-9.646, -0.5449902525820794
